# This table of constellation shapes is adapted from Martin Krzywinski's table:
# http://mkweb.bcgsc.ca/constellations/constellation.shapes.iau.txt
# which is in turn based on the IAU constellation figures shown here:
# https://www.iau.org/public/themes/constellations/
# Abbreviation for Corona Australis was capitalized to CrA from Cra.
# Constellation shapes are sets of lines defined by star pairs. Columns are:
# Con,HR1,HR2
# Con is IAU constellation abbreviation
# HR1 and HR2 are Bright Star catalog numbers of star pair in each line.
# Constellations are ordered alphabetically by their abbreviation. 
# Within a constellation star pairs are arbitrarily ordered by the HR index
# of the star with the smaller HR index. 
# -Tim DeBenedictis (timd@southernstars.com) 26 Mar 2020

Eri,1213,1240
Eri,1231,1298
Eri,1240,1453
Eri,1298,1463
Eri,1347,1393
Eri,1393,1464
Eri,1453,1464
Eri,1463,1520
Eri,1520,1666
For,612,841
For,841,963
Gem,2134,2216
Gem,2216,2286
Gem,2286,2473
Gem,2343,2473
Gem,2421,2650
Gem,2473,2697
Gem,2484,2763
Gem,2540,2697
Gem,2650,2777
Gem,2697,2821
Gem,2697,2852
Gem,2763,2777
Gem,2777,2905
Gem,2821,2905
Gem,2852,2890
Gem,2905,2985
Gem,2905,2990
Gru,8353,8411
Gru,8411,8486
Gru,8425,8556
Gru,8425,8636
Gru,8486,8556
Gru,8556,8636
Gru,8636,8675
Gru,8675,8747
Her,5914,6023
Her,6023,6092
Her,6092,6168
Her,6095,6117
Her,6095,6148
Her,6117,6159
Her,6148,6212
Her,6148,6406
Her,6168,6220
Her,6212,6220
Her,6212,6324
Her,6220,6418
Her,6324,6410
Her,6324,6418
Her,6406,6410
Her,6410,6623
Her,6418,6695
Her,6588,6695
Her,6623,6703
Her,6703,6779
Hor,778,802
Hor,778,810
Hor,802,934
Hor,810,868
Hor,868,1326
Hor,909,934
Hor,1302,1326
Hya,3410,3418
Hya,3410,3482
Hya,3418,3454
Hya,3454,3492
Hya,3482,3492
Hya,3482,3547
Hya,3547,3665
Hya,3665,3845
Hya,3748,3845
Hya,3748,3903
Hya,3903,3994
Hya,3994,4094
Hya,4094,4232
Hya,4232,4450
Hya,4450,4552
Hya,4552,5020
Hya,5020,5287
Hya,5287,5526
Hyi,98,591
Hyi,98,1208
Hyi,591,1208
Ind,7869,7920
Ind,7869,8140
Ind,7920,7986
Ind,7986,8368
Ind,8140,8368
LMi,3791,3974
LMi,3974,4090
LMi,3974,4100
LMi,4090,4247
LMi,4100,4247
Lac,8485,8498
Lac,8485,8579
Lac,8523,8572
Lac,8523,8579
Lac,8538,8541
Lac,8538,8585
Lac,8541,8572
Lac,8572,8585
Lac,8572,8632
Lac,8579,8632
Leo,3731,3773
Leo,3731,3905
Leo,3773,3873
Leo,3873,3905
Leo,3873,3975
Leo,3905,4031
Leo,3975,3982
Leo,3975,4057
Leo,3975,4359
Leo,4031,4057
Leo,4057,4357
Leo,4357,4359
Leo,4357,4534
Leo,4359,4399
Leo,4359,4534
Leo,4386,4399
Lep,1654,1702
Lep,1654,1829
Lep,1702,1705
Lep,1702,1756
Lep,1702,1865
Lep,1829,1865
Lep,1829,1983
Lep,1865,1998
Lep,1983,2035
Lep,1998,2085
Lep,2035,2155
Lep,2085,2155
Lib,5530,5603
Lib,5530,5685
Lib,5530,5787
Lib,5685,5787
Lib,5787,5794
Lib,5794,5812
Lup,5469,5649
Lup,5571,5695
Lup,5649,5683
Lup,5649,5948
Lup,5683,5708
Lup,5695,5776
Lup,5705,5883
Lup,5705,5948
Lup,5708,5776
Lup,5776,5948
Lup,5883,5948
Lyn,2238,2560
Lyn,2560,2818
Lyn,2818,3275
Lyn,3275,3579
Lyn,3579,3612
Lyn,3612,3690
Lyn,3690,3705
Lyr,7001,7056
Lyr,7056,7106
Lyr,7056,7139
Lyr,7106,7178
Lyr,7139,7178
Men,1629,1677
Men,1629,1953
Men,1953,2261
Mic,7943,7965
Mic,7943,8151
Mic,7965,8039
Mic,8039,8135
Mic,8135,8151
Mon,2227,2356
Mon,2298,2385
Mon,2298,2506
Mon,2356,2714
Mon,2385,2456
Mon,2385,2506
Mon,2506,2714
Mon,2714,3188
Mon,2970,3188
Mus,4520,4671
Mus,4671,4798
Mus,4773,4798
Mus,4773,4923
Mus,4798,4844
Mus,4844,4923
Nor,5962,5980
Nor,5962,6072
Nor,5980,6115
Nor,6072,6115
Oct,5339,8254
Oct,5339,8630
Oct,8254,8630
Oph,6056,6075
Oph,6056,6149
Oph,6075,6129
Oph,6081,6104
Oph,6104,6118
Oph,6118,6147
Oph,6129,6175
Oph,6147,6175
Oph,6149,6299
Oph,6175,6299
Oph,6175,6378
Oph,6299,6556
Oph,6378,6453
Oph,6378,6561
Oph,6378,6603
Oph,6453,6492
Oph,6556,6603
Oph,6561,6698
Oph,6603,6629
Oph,6629,6698
Oph,6698,6869
Oph,6869,7141
Ori,1543,1544
Ori,1543,1552
Ori,1543,1790
Ori,1544,1570
Ori,1552,1567
Ori,1567,1601
Ori,1570,1580
Ori,1580,1638
Ori,1638,1676
Ori,1713,1788
Ori,1788,1852
Ori,1790,1852
Ori,1790,1879
Ori,1790,2061
Ori,1852,1903
Ori,1879,2061
Ori,1903,1948
Ori,1948,2004
Ori,1948,2061
Ori,2047,2135
Ori,2047,2159
Ori,2061,2124
Ori,2124,2199
Ori,2135,2199
Ori,2159,2199
Pav,6582,6745
Pav,6745,6855
Pav,6745,7107
Pav,6855,7074
Pav,6982,7665
Pav,7074,7665
Pav,7107,7665
Pav,7590,7665
Pav,7665,7790
Pav,7665,7913
Pav,7790,8181
Pav,7913,8181
Peg,15,39
Peg,15,8775
Peg,39,8781
Peg,8308,8450
Peg,8315,8430
Peg,8430,8667
Peg,8450,8634
Peg,8454,8650
Peg,8634,8781
Peg,8650,8775
Peg,8667,8684
Peg,8684,8775
Peg,8775,8781
Per,496,799
Per,799,937
Per,834,854
Per,834,915
Per,854,915
Per,854,937
Per,915,1017
Per,921,936
Per,936,941
Per,936,1220
Per,937,941
Per,937,1017
Per,1017,1122
Per,1122,1220
Per,1122,1273
Per,1131,1203
Per,1203,1228
Per,1220,1228
Per,1261,1324
Per,1273,1303
Per,1303,1324
Phe,25,99
Phe,25,322
Phe,99,322
Phe,322,338
Phe,322,429
Phe,338,440
Phe,429,440
Pic,2020,2042
Pic,2042,2550
PsA,8305,8326
PsA,8305,8431
PsA,8326,8431
PsA,8431,8576
PsA,8431,8628
PsA,8576,8695
PsA,8628,8728
PsA,8695,8720
PsA,8720,8728
Psc,224,294
Psc,224,9072
Psc,294,489
Psc,352,360
Psc,352,383
Psc,360,383
Psc,360,437
Psc,437,510
Psc,489,596
Psc,510,596
Psc,8852,8911
Psc,8852,8916
Psc,8911,8984
Psc,8916,8969
Psc,8969,8984
Psc,8969,9072
Pup,2326,2451
Pup,2451,2773
Pup,2773,2922
Pup,2922,2948
Pup,2922,2996
Pup,2948,3045
Pup,2996,3034
Pup,3034,3045
Pup,3045,3185
Pup,3165,3185
Pup,3165,3438
Pyx,3438,3468
Pyx,3468,3518
Ret,1175,1247
Ret,1175,1336
Ret,1247,1355
Ret,1336,1355
Scl,280,9016
Scl,8863,8937
Scl,8863,9016
Sco,5928,5944
Sco,5944,5953
Sco,5953,5984
Sco,5953,6084
Sco,5984,6027
Sco,6084,6134
Sco,6134,6165
Sco,6165,6241
Sco,6241,6247
Sco,6247,6271
Sco,6271,6380
Sco,6380,6553
Sco,6508,6527
Sco,6508,6580
Sco,6527,6630
Sco,6553,6615
Sco,6580,6615
Sct,6930,6973
Sct,6930,7020
Sct,6973,7063
Sct,7020,7063
Ser,5802,5854
Ser,5802,5867
Ser,5842,5867
Ser,5842,5879
Ser,5854,5892
Ser,5867,5933
Ser,5879,5933
Ser,5881,5892
Ser,5881,6016
Sex,3909,3981
Sex,3981,4119
Sex,4116,4119
Sge,7479,7536
Sge,7488,7536
Sge,7536,7635
Sgr,6746,6859
Sgr,6746,6879
Sgr,6812,6913
Sgr,6832,6879
Sgr,6859,6879
Sgr,6859,6913
Sgr,6859,7039
Sgr,6879,7194
Sgr,6913,7039
Sgr,7039,7121
Sgr,7039,7194
Sgr,7121,7234
Sgr,7150,7217
Sgr,7150,7264
Sgr,7194,7234
Sgr,7217,7264
Sgr,7264,7340
Tau,1030,1038
Tau,1030,1101
Tau,1038,1239
Tau,1038,1251
Tau,1239,1346
Tau,1346,1373
Tau,1346,1457
Tau,1373,1409
Tau,1409,1791
Tau,1457,1910
Tel,6783,6897
Tel,6897,6905
TrA,5671,5771
TrA,5671,6217
TrA,5771,5897
TrA,5897,6217
Tri,544,622
Tri,544,664
Tri,622,664
Tuc,77,126
Tuc,77,9076
Tuc,126,8848
Tuc,8502,8540
Tuc,8502,8848
Tuc,8540,9076
UMa,3323,3757
UMa,3323,3888
UMa,3569,3594
UMa,3594,3775
UMa,3757,3888
UMa,3757,4301
UMa,3775,3888
UMa,3888,4295
UMa,4033,4069
UMa,4069,4335
UMa,4295,4301
UMa,4295,4554
UMa,4301,4660
UMa,4335,4518
UMa,4375,4377
UMa,4377,4518
UMa,4518,4554
UMa,4554,4660
UMa,4660,4905
UMa,4905,5054
UMa,5054,5191
UMi,424,6789
UMi,5563,5735
UMi,5563,5903
UMi,5735,6116
UMi,5903,6116
UMi,5903,6322
UMi,6322,6789
Vel,3165,3206
Vel,3206,3426
Vel,3206,3485
Vel,3426,3477
Vel,3477,3634
Vel,3485,3734
Vel,3634,3786
Vel,3734,3940
Vel,3786,4023
Vel,3940,4216
Vel,4023,4216
Vir,4517,4540
Vir,4517,4608
Vir,4540,4689
Vir,4608,4689
Vir,4689,4825
Vir,4825,4910
Vir,4825,4963
Vir,4825,5107
Vir,4910,4932
Vir,4963,5056
Vir,5107,5264
Vir,5107,5338
Vir,5264,5511
Vir,5338,5487
Vol,2736,2803
Vol,2736,3223
Vol,2803,3223
Vol,3223,3347
Vol,3223,3615
Vol,3347,3615
Vul,7405,7592
