62,"JUNO II R/B",RB,US,,AFETR,1960-11-03,1985-10-27
63,"TIROS 2",,US,,AFETR,1960-11-23,2014-05-18
64,"DELTA 1 R/B",RB,US,,AFETR,1960-11-23,1981-09-24
65,"SPUTNIK 6",,CIS,,TTMTR,1960-12-01,1960-12-02
66,"SL-3 R/B",RB,CIS,,TTMTR,1960-12-01,1960-12-02
67,"DISCOVERER 18",,US,,AFWTR,1960-12-07,1961-04-02
68,"DISCOVERER 19",,US,,AFWTR,1960-12-20,1961-01-23
69,"JUNO II DEB",DEB,US,,AFETR,1960-11-03,1970-02-16
70,"SAMOS 2",,US,,AFWTR,1961-01-31,1973-10-21
71,"SPUTNIK 7",,CIS,,TTMTR,1961-02-04,1961-02-26
72,"SL-6 R/B",RB,CIS,,TTMTR,1961-02-04,1961-02-13
73,"SL-6 DEB",DEB,CIS,,TTMTR,1961-02-04,1961-03-17
74,"DELTA 1 DEB",DEB,US,,AFETR,1960-11-23,1989-05-10
75,"DELTA 1 DEB",DEB,US,,AFETR,1960-11-23,1990-01-25
76,"SL-6 R/B",RB,CIS,,TTMTR,1961-02-12,1961-02-18
77,"SPUTNIK 8",,CIS,,TTMTR,1961-02-12,1961-02-25
78,"SL-6 DEB",DEB,CIS,,TTMTR,1961-02-12,1961-02-18
79,"ATLAS AGENA A R/B",RB,US,,AFWTR,1961-01-31,1970-10-09
80,"VENERA 1",,CIS,,TTMTR,1961-02-12,0000-00-00
81,"EXPLORER 9",,US,,WLPIS,1961-02-16,1964-04-09
82,"SCOUT X-1 R/B",RB,US,,WLPIS,1961-02-16,0000-00-00
83,"DISCOVERER 20",,US,,AFWTR,1961-02-17,1962-07-28
84,"DISCOVERER 21",,US,,AFWTR,1961-02-18,1962-04-20
85,"SCOUT X-1 DEB",DEB,US,,WLPIS,1961-02-16,0000-00-00
86,"SCOUT X-1 DEB",DEB,US,,WLPIS,1961-02-16,1961-06-30
87,"TRANSIT 3B/LOFTI 1",,US,,AFETR,1961-02-22,1961-03-30
88,"DISCOVERER 20 DEB",DEB,US,,AFWTR,1961-02-17,1961-04-02
89,"DISCOVERER 20 DEB",DEB,US,,AFWTR,1961-02-17,1961-04-20
90,"DISCOVERER 20 DEB",DEB,US,,AFWTR,1961-02-17,1961-10-31
91,"SPUTNIK 9",,CIS,,TTMTR,1961-03-09,1961-03-09
92,"SPUTNIK 9 DEB",DEB,CIS,,TTMTR,1961-03-09,1961-03-10
93,"SPUTNIK 9 DEB",DEB,CIS,,TTMTR,1961-03-09,1961-03-10
94,"SPUTNIK 9 DEB",DEB,CIS,,TTMTR,1961-03-09,1961-03-10
95,"SPUTNIK 10",,CIS,,TTMTR,1961-03-25,1961-03-25
96,"SL-3 R/B",RB,CIS,,TTMTR,1961-03-25,1961-03-26
97,"SL-3 DEB",DEB,CIS,,TTMTR,1961-03-25,1961-03-26
98,"EXPLORER 10",,US,,AFETR,1961-03-25,1961-06-30
99,"THOR ABLESTAR DEB",DEB,US,,AFETR,1960-04-13,1979-07-15
100,"DISCOVERER 23",,US,,AFWTR,1961-04-08,1962-04-16
101,"THOR ABLE DEB (YO)",DEB,US,,AFETR,1960-04-01,1983-04-17
102,"DISCOVERER 23 CAPSULE",,US,,AFWTR,1961-04-08,1962-05-23
103,"VOSTOK 1",,CIS,,TTMTR,1961-04-12,1961-04-12
104,"SL-3 R/B",RB,CIS,,TTMTR,1961-04-12,1961-04-16
105,"JUNO II DEB",DEB,US,,AFETR,1960-11-03,1972-03-03
106,"DISCOVERER 23 DEB",DEB,US,,AFWTR,1961-04-08,1961-09-10
107,"EXPLORER 11",,US,,AFETR,1961-04-27,0000-00-00
108,"DISCOVERER 25",,US,,AFWTR,1961-06-16,1961-07-12
109,"DISCOVERER 25 DEB",DEB,US,,AFWTR,1961-06-16,1961-06-19
110,"PIONEER 1",,US,,AFETR,1958-10-11,1958-10-12
111,"PIONEER 3",,US,,AFETR,1958-12-06,1958-12-07
112,"LUNA 1",,CIS,,TTMTR,1959-01-02,0000-00-00
113,"PIONEER 4",,US,,AFETR,1959-03-03,0000-00-00
114,"LUNA 2",,CIS,,TTMTR,1959-09-12,1959-09-13
115,"THOR ABLE DEB (YO)",DEB,US,,AFETR,1960-04-01,0000-00-00
116,"TRANSIT 4A",,US,,AFETR,1961-06-29,0000-00-00
117,"SOLRAD 3/INJUN 1",,US,,AFETR,1961-06-29,0000-00-00
118,"THOR ABLESTAR R/B",RB,US,,AFETR,1961-06-29,0000-00-00
119,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
120,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
121,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
122,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
123,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
124,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
125,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
126,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
127,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
128,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
129,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-08-31
130,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
131,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
132,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
133,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
134,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
135,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,2002-04-17
136,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
137,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1980-12-15
138,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
139,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1978-07-08
140,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1962-09-30
141,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
142,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1967-12-25
143,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1962-06-16
144,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
145,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
146,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1969-07-07
147,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
148,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
149,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1979-03-03
150,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
151,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1967-12-02
152,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
153,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-04-20
154,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
155,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
156,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1998-09-25
157,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-01-08
158,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
159,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
160,"DISCOVERER 26",,US,,AFWTR,1961-07-07,1961-12-05
161,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-08-29
162,"TIROS 3",,US,"TIROS 3 (Television and InfraRed Observation Satellite) was a spin-stabilized meteorological spacecraft designed to test experimental television techniques and infrared equipment. The satellite was in the form of an 18-sided right prism, 107 cm in diameter and 56 cm high. The top and sides of the spacecraft were covered with approximately 9000 1- by 2-cm silicon solar cells. TIROS 3 was equipped with two independent television camera subsystems for taking cloudcover pictures, plus a two-channel low-resolution radiometer, an omnidirectional radiometer, and a five-channel infrared scanning radiometer. All three radiometers were used for measuring radiation from the earth and its atmosphere.",AFETR,1961-07-12,0000-00-00
163,"MIDAS 3",,US,,AFWTR,1961-07-12,0000-00-00
164,"MIDAS 3 DEB",DEB,US,,AFWTR,1961-07-12,1961-07-24
165,"DELTA 1 R/B",RB,US,,AFETR,1961-07-12,2014-02-19
166,"DELTA 1 DEB (YO)",DEB,US,,AFETR,1961-07-12,1992-03-02
167,"DELTA 1 DEB (YO)",DEB,US,,AFETR,1961-07-12,0000-00-00
168,"VOSTOK 2",,CIS,,TTMTR,1961-08-06,1961-08-07
169,"SL-3 R/B",RB,CIS,,TTMTR,1961-08-06,1961-08-09
170,"EXPLORER 12",,US,,AFETR,1961-08-15,1963-09-30
171,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1962-01-29
172,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
173,"RANGER 1",,US,,AFETR,1961-08-23,1961-08-30
174,"ATLAS AGENA B R/B",RB,US,,AFETR,1961-08-23,1961-09-03
175,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1999-03-12
176,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1982-02-12
177,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
178,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
179,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,2000-03-03
180,"EXPLORER 13",,US,,WLPIS,1961-08-25,1961-08-28
181,"DISCOVERER 29",,US,,AFWTR,1961-08-30,1961-09-10
182,"DISCOVERER 30",,US,,AFWTR,1961-09-12,1961-12-11
183,"MERCURY ATLAS 4",,US,,AFETR,1961-09-13,1961-09-13
184,"ATLAS D R/B",RB,US,,AFETR,1961-09-13,1961-09-13
185,"DISCOVERER 30 DEB",DEB,US,,AFWTR,1961-09-12,1961-09-18
186,"DISCOVERER 31",,US,,AFWTR,1961-09-17,1961-10-26
187,"DISCOVERER 30 DEB",DEB,US,,AFWTR,1961-09-12,1961-09-28
188,"MIDAS 3 DEB",DEB,US,,AFWTR,1961-07-12,0000-00-00
189,"DISCOVERER 32",,US,,AFWTR,1961-10-13,1961-11-13
190,"DISCOVERER 32 DEB",DEB,US,,AFWTR,1961-10-13,1961-11-25
191,"DISCOVERER 32 DEB",DEB,US,,AFWTR,1961-10-13,1961-10-16
192,"MIDAS 4",,US,,AFWTR,1961-10-21,0000-00-00
193,"MIDAS 4 DEB (NOSECONE)",DEB,US,,AFWTR,1961-10-21,1961-12-05
194,"MIDAS 4 DEB",DEB,US,,AFWTR,1961-10-21,0000-00-00
195,"MIDAS 4 DEB",DEB,US,,AFWTR,1961-10-21,0000-00-00
196,"MIDAS 3 DEB",DEB,US,,AFWTR,1961-07-12,0000-00-00
197,"DISCOVERER 34",,US,,AFWTR,1961-11-05,1962-12-07
198,"DISCOVERER 34 DEB",DEB,US,,AFWTR,1961-11-05,1961-11-30
199,"DISCOVERER 34 DEB",DEB,US,,AFWTR,1961-11-05,1961-12-09
200,"DISCOVERER 34 DEB",DEB,US,,AFWTR,1961-11-05,1961-12-10
201,"DISCOVERER 35",,US,,AFWTR,1961-11-15,1961-12-03
202,"TRANSIT 4B",,US,,AFETR,1961-11-15,0000-00-00
203,"DISCOVERER 34 DEB",DEB,US,,AFWTR,1961-11-05,1961-12-12
204,"THOR ABLESTAR R/B",RB,US,,AFETR,1961-11-15,0000-00-00
205,TRAAC,,US,,AFETR,1961-11-15,0000-00-00
206,"RANGER 2",,US,,AFETR,1961-11-18,1961-11-20
207,"DISCOVERER 35 DEB",DEB,US,,AFWTR,1961-11-15,1961-11-23
208,"MERCURY ATLAS 5",,US,,AFETR,1961-11-29,1961-11-29
209,"ATLAS D 5 R/B",RB,US,,AFETR,1961-11-29,1961-11-30
210,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
211,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,2002-10-17
212,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1988-08-11
213,"DISCOVERER 36",,US,,AFWTR,1961-12-12,1962-03-08
214,"OSCAR 1",,US,"OSCAR 1 was a quasi rectangular box, about 30 x 25 x 12 cm. The two approximately square surfaces were slightly curved, but were concentric with each other. One was slightly smaller than the other. A monopole transmitting antenna about 60 cm long extended from the center of the convex surface of the larger square. Reflective striping was applied for temperature control. This satellite was made by volunteer effort of a group of amateur radio operators and was launched as ballast on an AF launch vehicle. The spacecraft was battery operated and had no attitude control system.",AFWTR,1961-12-12,1962-01-31
215,"DISCOVERER 36 CAPSULE",,US,,AFWTR,1961-12-12,1961-12-19
216,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1989-11-13
217,"SAMOS 5",,US,,AFETR,1961-12-22,1962-08-14
218,"ATLAS AGENA B R/B",RB,US,,AFETR,1961-12-22,1961-12-31
219,"SAMOS 5 DEB (REFLECTOR)",DEB,US,,AFETR,1961-12-22,1962-01-09
220,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1966-02-21
221,"RANGER 3",,US,,AFETR,1962-01-26,0000-00-00
222,"ATLAS AGENA B R/B",RB,US,,AFETR,1962-01-26,0000-00-00
223,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
224,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
225,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
226,"TIROS 4",,US,,AFETR,1962-02-08,0000-00-00
227,"DELTA 1 DEB (YO)",DEB,US,,AFETR,1962-02-08,0000-00-00
228,"DELTA 1 DEB (YO)",DEB,US,,AFETR,1962-02-08,0000-00-00
229,"DELTA 1 R/B",RB,US,,AFETR,1962-02-08,2002-08-10
230,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
231,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1965-02-13
232,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
233,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
234,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
235,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
236,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1969-05-13
237,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1969-04-12
238,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1969-12-07
239,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1967-06-17
240,"MERCURY ATLAS 6",,US,,AFETR,1962-02-20,1962-02-20
241,"ATLAS D R/B",RB,US,,AFETR,1962-02-20,1962-02-21
242,"FTV 2301",,US,,AFWTR,1962-02-21,1962-03-04
243,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
244,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
245,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
246,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
247,"DISCOVERER 38",,US,,AFWTR,1962-02-27,1962-03-21
248,"DISCOVERER 38 DEB",DEB,US,,AFWTR,1962-02-27,1962-03-03
249,"DISCOVERER 38 DEB",DEB,US,,AFWTR,1962-02-27,1962-03-03
250,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-09-13
251,"DISCOVERER 38 DEB",DEB,US,,AFWTR,1962-02-27,1962-03-07
252,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
253,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
254,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
255,"OSO 1",,US,,AFETR,1962-03-07,1981-10-08
256,"SAMOS 6",,US,,AFWTR,1962-03-07,1963-06-07
257,"DELTA 1 R/B",RB,US,,AFETR,1962-03-07,1970-05-03
258,"SAMOS 6 DEB (REFLECTOR)",DEB,US,,AFWTR,1962-03-07,1962-03-31
259,"ATLAS AGENA B R/B",RB,US,,AFWTR,1962-03-07,1962-11-03
260,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
261,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
262,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
263,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
264,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
265,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1978-10-12
266,"COSMOS 1 (SPUTNIK 11)",,CIS,,KYMTR,1962-03-16,1962-05-23
267,"SL-7 R/B",RB,CIS,,KYMTR,1962-03-16,1962-06-18
268,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
269,"COSMOS 2 (SPUTNIK 12)",,CIS,,TTMTR,1962-04-06,1963-08-23
270,"SL-7 R/B",RB,CIS,,TTMTR,1962-04-06,1962-10-06
271,"MIDAS 5 (STRONGBACK)",,US,,AFWTR,1962-04-09,0000-00-00
272,"MIDAS 5 DEB",DEB,US,,AFWTR,1962-04-09,1962-05-04
273,"MIDAS 5 DEB",DEB,US,,AFWTR,1962-04-09,0000-00-00
274,"MIDAS 5 DEB",DEB,US,,AFWTR,1962-04-09,0000-00-00
275,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,2001-12-01
276,"FTV 1154",,US,,AFWTR,1962-04-18,1962-05-28
277,"FTV 1154 DEB",DEB,US,,AFWTR,1962-04-18,1962-04-20
278,"FTV 1154 DEB",DEB,US,,AFWTR,1962-04-18,1962-04-21
279,"FTV 1154 DEB",DEB,US,,AFWTR,1962-04-18,1962-04-21
280,"RANGER 4",,US,,AFETR,1962-04-23,1962-04-26
281,"COSMOS 3 (SPUTNIK 13)",,CIS,,KYMTR,1962-04-24,1962-10-17
282,"ATLAS AGENA B R/B",RB,US,,AFETR,1962-04-23,0000-00-00
283,"SL-7 R/B",RB,CIS,,KYMTR,1962-04-24,1962-08-05
284,"SL-3 R/B",RB,CIS,,TTMTR,1962-04-26,1962-06-17
285,"ARIEL 1 (UK-1)",,UK,,AFETR,1962-04-26,1976-05-24
286,"SAMOS 7 (FTV 2401)",,US,,AFWTR,1962-04-26,1962-04-28
287,"COSMOS 4 (SPUTNIK 14)",,CIS,,TTMTR,1962-04-26,1962-04-29
288,"DELTA 1 R/B",RB,US,,AFETR,1962-04-26,1971-04-28
289,"SL-3 DEB",DEB,CIS,,TTMTR,1962-04-26,1962-05-03
290,"FTV 1125",,US,,AFWTR,1962-04-28,1962-05-26
291,"FTV 1125 DEB",DEB,US,,AFWTR,1962-04-28,1962-05-01
292,"FTV 1126",,US,,AFWTR,1962-05-15,1963-11-26
293,"FTV 1126 DEB",DEB,US,,AFWTR,1962-05-15,1962-07-03
294,"FTV 1126 DEB",DEB,US,,AFWTR,1962-05-15,1962-07-13
295,"MERCURY ATLAS 7",,US,,AFETR,1962-05-24,1962-05-24
296,"ATLAS D 7 R/B",RB,US,,AFETR,1962-05-24,1962-05-25
297,"COSMOS 5 (SPUTNIK 15)",,CIS,,KYMTR,1962-05-28,1963-05-02
298,"SL-7 R/B",RB,CIS,,KYMTR,1962-05-28,1962-12-15
299,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,0000-00-00
300,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1979-12-13
301,"THOR ABLESTAR DEB",DEB,US,,AFETR,1961-06-29,1981-04-08
302,"FTV 1128",,US,,AFWTR,1962-05-30,1962-06-11
303,"FTV 1128 DEB",DEB,US,,AFWTR,1962-05-30,1962-06-02
304,"FTV 1127",,US,,AFWTR,1962-06-02,1962-06-28
